"","x"
"2142","11"
"2143","17"
"2144","18"
"2145","5"
"2146","7"
"2147","3"
"2148","9"
"2149","14"
"2150","13"
"2151","15"
"2152","20"
"2153","18"
"2154","18"
"2155","17"
"2156","18"
"2157","16"
"2158","8"
"2159","20"
"2160","10"
"2161","8"
"2162","9"
"2163","4"
"2164","6"
"2165","17"
"2166","19"
"2167","3"
"2168","16"
"2169","16"
"2170","9"
"2171","15"
"2172","12"
"2173","13"
"2174","2"
"2175","14"
"2176","10"
"2177","13"
"2178","13"
"2179","6"
"2180","11"
"2181","15"
"2182","1"
"2183","6"
"2184","11"
"2185","5"
"2186","13"
"2187","10"
"2188","13"
"2189","13"
"2190","4"
"2191","17"
"2192","15"
"2193","18"
"2194","5"
"2195","2"
"2196","12"
"2197","15"
"2198","2"
"2199","14"
"2200","6"
"2201","17"
"2202","15"
"2203","9"
"2204","9"
"2205","16"
"2206","17"
"2207","8"
"2208","13"
"2209","17"
"2210","17"
"2211","14"
"2212","7"
"2213","9"
"2214","1"
"2215","11"
"2216","13"
"2217","20"
"2218","11"
"2219","17"
"2220","9"
"2221","11"
"2222","1"
"2223","11"
"2224","11"
"2225","12"
"2226","17"
"2227","16"
"2228","3"
"2229","5"
"2230","11"
"2231","16"
"2232","9"
"2233","14"
"2234","20"
"2235","9"
"2236","17"
"2237","19"
"2238","16"
"2239","7"
"2240","2"
"2241","11"
"2242","3"
"2243","7"
"2244","11"
"2245","10"
"2246","11"
"2247","19"
"2248","3"
"2249","5"
"2250","12"
"2251","17"
"2252","8"
"2253","10"
"2254","7"
"2255","18"
"2256","10"
"2257","6"
"2258","5"
"2259","3"
"2260","16"
"2261","15"
"2262","19"
"2263","14"
"2264","12"
"2265","20"
"2266","10"
"2267","7"
"2268","11"
"2269","12"
"2270","1"
"2271","14"
"2272","18"
"2273","4"
"2274","6"
"2275","2"
"2276","20"
"2277","13"
"2278","14"
"2279","17"
"2280","3"
"2281","6"
"2282","13"
"2283","6"
"2284","13"
"2285","1"
"2286","10"
"2287","19"
"2288","20"
"2289","15"
"2290","10"
"2291","5"
"2292","16"
"2293","7"
"2294","7"
"2295","20"
"2296","16"
"2297","14"
"2298","14"
"2299","6"
"2300","4"
"2301","5"
"2302","11"
"2303","5"
"2304","7"
"2305","2"
"2306","18"
"2307","16"
"2308","13"
"2309","13"
"2310","12"
"2311","9"
"2312","6"
"2313","3"
"2314","20"
"2315","1"
"2316","4"
"2317","1"
"2318","9"
"2319","6"
"2320","13"
"2321","16"
"2322","8"
"2323","7"
"2324","13"
"2325","17"
"2326","13"
"2327","14"
"2328","7"
"2329","2"
"2330","8"
"2331","7"
"2332","2"
"2333","3"
"2334","15"
"2335","7"
"2336","8"
"2337","12"
"2338","14"
"2339","20"
"2340","20"
"2341","4"
"2342","2"
"2343","18"
"2344","18"
"2345","10"
"2346","6"
"2347","17"
"2348","15"
"2349","19"
"2350","12"
"2351","16"
"2352","13"
"2353","10"
"2354","13"
"2355","10"
"2356","19"
"2357","13"
"2358","3"
"2359","9"
"2360","2"
"2361","14"
"2362","1"
"2363","14"
"2364","20"
"2365","13"
"2366","7"
"2367","5"
"2368","10"
"2369","2"
"2370","8"
"2371","16"
"2372","19"
"2373","8"
"2374","9"
"2375","16"
"2376","3"
"2377","20"
"2378","1"
"2379","20"
"2380","8"
"2381","18"
"2382","17"
"2383","20"
"2384","4"
"2385","19"
"2386","12"
"2387","14"
"2388","6"
"2389","4"
"2390","20"
"2391","16"
"2392","15"
"2393","11"
"2394","13"
"2395","13"
"2396","6"
"2397","7"
"2398","9"
"2399","9"
"2400","6"
"2401","17"
"2402","15"
"2403","6"
"2404","16"
"2405","12"
"2406","1"
"2407","6"
"2408","1"
"2409","14"
"2410","15"
"2411","20"
"2412","17"
"2413","4"
"2414","1"
"2415","14"
"2416","9"
"2417","9"
"2418","5"
"2419","1"
"2420","2"
"2421","18"
"2422","10"
"2423","18"
"2424","14"
"2425","2"
"2426","13"
"2427","9"
"2428","11"
"2429","8"
"2430","6"
"2431","15"
"2432","3"
"2433","10"
"2434","6"
"2435","15"
"2436","2"
"2437","20"
"2438","17"
"2439","13"
"2440","1"
"2441","3"
"2442","17"
"2443","17"
"2444","8"
"2445","13"
"2446","17"
"2447","16"
"2448","10"
"2449","1"
"2450","2"
"2451","17"
"2452","17"
"2453","8"
"2454","9"
"2455","4"
"2456","11"
"2457","20"
"2458","6"
"2459","19"
"2460","4"
"2461","16"
"2462","2"
"2463","7"
"2464","17"
"2465","19"
"2466","11"
"2467","16"
"2468","18"
"2469","12"
"2470","5"
"2471","12"
"2472","1"
"2473","10"
"2474","5"
"2475","12"
"2476","14"
"2477","6"
"2478","2"
"2479","1"
"2480","1"
"2481","15"
"2482","7"
"2483","5"
"2484","10"
"2485","2"
"2486","11"
"2487","9"
"2488","13"
"2489","1"
"2490","20"
"2491","11"
"2492","10"
"2493","10"
"2494","13"
"2495","7"
"2496","12"
"2497","7"
"2498","12"
"2499","2"
"2500","14"
"2501","14"
"2502","2"
"2503","2"
"2504","13"
"2505","14"
"2506","12"
"2507","17"
"2508","1"
"2509","11"
"2510","15"
"2511","19"
"2512","13"
"2513","16"
"2514","2"
"2515","20"
"2516","6"
"2517","20"
"2518","14"
"2519","12"
"2520","9"
"2521","9"
"2522","10"
"2523","7"
"2524","7"
"2525","11"
"2526","10"
"2527","19"
"2528","1"
"2529","1"
"2530","16"
"2531","9"
"2532","10"
"2533","6"
"2534","13"
"2535","20"
"2536","14"
"2537","18"
"2538","17"
"2539","5"
"2540","10"
"2541","19"
"2542","14"
"2543","2"
"2544","11"
"2545","1"
"2546","12"
"2547","18"
"2548","6"
"2549","19"
"2550","10"
"2551","16"
"2552","2"
"2553","15"
"2554","15"
"2555","10"
"2556","17"
"2557","11"
"2558","18"
"2559","17"
"2560","18"
"2561","17"
"2562","15"
"2563","5"
"2564","6"
"2565","15"
"2566","1"
"2567","5"
"2568","10"
"2569","10"
"2570","1"
"2571","20"
"2572","8"
"2573","4"
"2574","19"
"2575","6"
"2576","15"
"2577","9"
"2578","7"
"2579","12"
"2580","9"
"2581","20"
"2582","9"
"2583","14"
"2584","18"
"2585","20"
"2586","5"
"2587","12"
"2588","8"
"2589","8"
"2590","17"
"2591","15"
"2592","11"
"2593","3"
"2594","18"
"2595","10"
"2596","15"
"2597","14"
"2598","14"
"2599","8"
"2600","4"
"2601","8"
"2602","7"
"2603","9"
"2604","6"
"2605","14"
"2606","14"
"2607","20"
"2608","10"
"2609","17"
"2610","7"
"2611","18"
"2612","15"
"2613","7"
"2614","15"
"2615","5"
"2616","14"
"2617","4"
"2618","7"
"2619","12"
"2620","11"
"2621","10"
"2622","12"
"2623","7"
"2624","9"
"2625","5"
"2626","13"
"2627","14"
"2628","9"
"2629","18"
"2630","6"
"2631","1"
"2632","6"
"2633","19"
"2634","8"
"2635","19"
"2636","1"
"2637","19"
"2638","10"
"2639","5"
"2640","9"
"2641","13"
"2642","4"
"2643","20"
"2644","1"
"2645","3"
"2646","9"
"2647","20"
"2648","11"
"2649","6"
"2650","20"
"2651","5"
"2652","3"
"2653","4"
"2654","18"
"2655","20"
"2656","16"
"2657","9"
"2658","1"
"2659","9"
"2660","4"
"2661","7"
"2662","1"
"2663","8"
"2664","1"
"2665","5"
"2666","17"
"2667","15"
"2668","10"
"2669","19"
"2670","14"
"2671","5"
"2672","16"
"2673","17"
"2674","14"
"2675","11"
"2676","15"
"2677","10"
"2678","19"
"2679","4"
"2680","5"
"2681","9"
"2682","12"
"2683","14"
"2684","16"
"2685","2"
"2686","16"
"2687","20"
"2688","6"
"2689","8"
"2690","6"
"2691","6"
"2692","9"
"2693","9"
"2694","4"
"2695","4"
"2696","17"
"2697","11"
"2698","10"
"2699","4"
"2700","20"
"2701","17"
"2702","11"
"2703","7"
"2704","19"
"2705","5"
"2706","2"
"2707","12"
"2708","3"
"2709","1"
"2710","9"
"2711","13"
"2712","11"
"2713","20"
"2714","16"
"2715","11"
"2716","20"
"2717","2"
"2718","9"
"2719","1"
"2720","10"
"2721","3"
"2722","7"
"2723","19"
"2724","13"
"2725","7"
"2726","20"
"2727","3"
"2728","19"
"2729","13"
"2730","19"
"2731","1"
"2732","9"
"2733","2"
"2734","16"
"2735","9"
"2736","8"
"2737","20"
"2738","8"
"2739","2"
"2740","16"
"2741","18"
"2742","5"
"2743","20"
"2744","15"
"2745","18"
"2746","10"
"2747","6"
"2748","17"
"2749","11"
"2750","5"
"2751","2"
"2752","5"
"2753","7"
"2754","1"
"2755","3"
"2756","16"
"2757","19"
"2758","1"
"2759","19"
"2760","16"
"2761","10"
"2762","7"
"2763","2"
"2764","14"
"2765","14"
"2766","4"
"2767","5"
"2768","16"
"2769","1"
"2770","19"
"2771","5"
"2772","5"
"2773","8"
"2774","1"
"2775","4"
"2776","19"
"2777","15"
"2778","2"
"2779","13"
"2780","12"
"2781","19"
"2782","5"
"2783","19"
"2784","11"
"2785","3"
"2786","15"
"2787","17"
"2788","9"
"2789","3"
"2790","2"
"2791","15"
"2792","13"
"2793","14"
"2794","10"
"2795","3"
"2796","19"
"2797","9"
"2798","15"
"2799","10"
"2800","15"
"2801","3"
"2802","8"
"2803","13"
"2804","18"
"2805","8"
"2806","2"
"2807","17"
"2808","5"
"2809","16"
"2810","17"
"2811","20"
"2812","19"
"2813","2"
"2814","7"
"2815","14"
"2816","14"
"2817","12"
"2818","7"
"2819","19"
"2820","5"
"2821","6"
"2822","2"
"2823","20"
"2824","19"
"2825","5"
"2826","6"
"2827","12"
"2828","8"
"2829","17"
"2830","12"
"2831","9"
"2832","6"
"2833","8"
"2834","2"
"2835","20"
"2836","17"
"2837","5"
"2838","5"
"2839","8"
"2840","20"
"2841","2"
"2842","12"
"2843","6"
"2844","13"
"2845","6"
"2846","16"
"2847","1"
"2848","10"
"2849","19"
"2850","10"
"2851","1"
"2852","5"
"2853","7"
"2854","8"
"2855","11"
"2856","9"
"2857","7"
"2858","1"
"2859","20"
"2860","12"
"2861","7"
"2862","2"
"2863","18"
"2864","11"
"2865","8"
"2866","3"
"2867","6"
"2868","15"
"2869","20"
"2870","11"
"2871","17"
"2872","7"
"2873","1"
"2874","15"
"2875","4"
"2876","10"
"2877","16"
"2878","10"
"2879","14"
"2880","20"
"2881","16"
"2882","6"
"2883","6"
"2884","1"
"2885","16"
"2886","15"
"2887","2"
"2888","8"
"2889","6"
"2890","11"
"2891","3"
"2892","8"
"2893","14"
"2894","2"
"2895","12"
"2896","19"
"2897","4"
"2898","1"
"2899","1"
"2900","2"
"2901","7"
"2902","7"
"2903","14"
"2904","8"
"2905","15"
"2906","15"
"2907","4"
"2908","10"
"2909","2"
"2910","16"
"2911","20"
"2912","20"
"2913","5"
"2914","18"
"2915","5"
"2916","20"
"2917","16"
"2918","5"
"2919","18"
"2920","15"
"2921","4"
"2922","14"
"2923","20"
"2924","1"
"2925","15"
"2926","13"
"2927","4"
"2928","9"
"2929","3"
"2930","9"
"2931","7"
"2932","10"
"2933","11"
"2934","12"
"2935","12"
"2936","2"
"2937","3"
"2938","2"
"2939","2"
"2940","8"
"2941","9"
"2942","4"
"2943","14"
"2944","13"
"2945","4"
"2946","9"
"2947","19"
"2948","12"
"2949","17"
"2950","15"
"2951","10"
"2952","15"
"2953","1"
"2954","5"
"2955","8"
"2956","3"
"2957","2"
"2958","13"
"2959","11"
"2960","20"
"2961","12"
"2962","5"
"2963","15"
"2964","6"
"2965","13"
"2966","9"
"2967","13"
"2968","14"
"2969","16"
"2970","1"
"2971","19"
"2972","20"
"2973","9"
"2974","14"
"2975","18"
"2976","19"
"2977","11"
"2978","15"
"2979","1"
"2980","12"
"2981","6"
"2982","17"
"2983","12"
"2984","17"
"2985","9"
"2986","1"
"2987","19"
"2988","4"
"2989","9"
"2990","16"
"2991","5"
"2992","11"
"2993","3"
"2994","11"
"2995","6"
"2996","16"
"2997","20"
"2998","6"
"2999","20"
"3000","16"
"3001","17"
"3002","18"
"3003","6"
"3004","17"
"3005","14"
"3006","17"
"3007","12"
"3008","5"
"3009","12"
"3010","4"
"3011","10"
"3012","17"
"3013","8"
"3014","3"
"3015","7"
"3016","6"
"3017","18"
"3018","17"
"3019","9"
"3020","4"
"3021","7"
"3022","7"
"3023","17"
"3024","11"
"3025","9"
"3026","14"
"3027","18"
"3028","2"
"3029","20"
"3030","4"
"3031","5"
"3032","19"
"3033","11"
"3034","9"
"3035","11"
"3036","17"
"3037","5"
"3038","14"
"3039","7"
"3040","1"
"3041","1"
"3042","7"
"3043","7"
"3044","13"
"3045","6"
"3046","5"
"3047","3"
"3048","10"
"3049","16"
"3050","18"
"3051","14"
"3052","20"
"3053","19"
"3054","5"
"3055","12"
"3056","5"
"3057","20"
"3058","8"
"3059","10"
"3060","4"
"3061","16"
"3062","8"
"3063","15"
"3064","11"
"3065","14"
"3066","20"
"3067","2"
"3068","11"
"3069","8"
"3070","7"
"3071","17"
"3072","17"
"3073","12"
"3074","15"
"3075","16"
"3076","9"
"3077","3"
"3078","6"
"3079","4"
"3080","16"
"3081","20"
"3082","8"
"3083","12"
"3084","12"
"3085","15"
"3086","3"
"3087","20"
"3088","20"
"3089","5"
"3090","2"
"3091","11"
"3092","18"
"3093","6"
"3094","20"
"3095","20"
"3096","2"
"3097","8"
"3098","15"
"3099","13"
"3100","19"
"3101","19"
"3102","18"
"3103","4"
"3104","17"
"3105","17"
"3106","16"
"3107","6"
"3108","15"
"3109","5"
"3110","13"
"3111","15"
"3112","9"
"3113","9"
"3114","13"
"3115","16"
"3116","6"
"3117","10"
"3118","20"
"3119","9"
"3120","14"
"3121","19"
"3122","6"
"3123","12"
"3124","9"
"3125","8"
"3126","2"
"3127","10"
"3128","18"
"3129","16"
"3130","16"
"3131","10"
"3132","17"
"3133","10"
"3134","4"
"3135","12"
"3136","13"
"3137","3"
"3138","6"
"3139","11"
"3140","12"
"3141","20"
"3142","6"
"3143","13"
"3144","3"
"3145","12"
"3146","20"
"3147","9"
"3148","7"
"3149","2"
"3150","12"
"3151","20"
"3152","14"
"3153","8"
"3154","8"
"3155","14"
"3156","20"
"3157","9"
"3158","16"
"3159","12"
"3160","19"
"3161","18"
"3162","2"
"3163","8"
"3164","17"
"3165","16"
"3166","14"
"3167","13"
"3168","4"
"3169","6"
"3170","14"
"3171","17"
"3172","8"
"3173","12"
"3174","20"
"3175","14"
"3176","14"
"3177","18"
"3178","15"
"3179","14"
"3180","13"
"3181","16"
"3182","10"
"3183","20"
"3184","12"
"3185","11"
"3186","15"
"3187","13"
"3188","9"
"3189","3"
"3190","12"
"3191","1"
"3192","1"
"3193","13"
"3194","3"
"3195","14"
"3196","4"
"3197","8"
"3198","17"
"3199","7"
"3200","18"
"3201","9"
"3202","20"
"3203","3"
"3204","13"
"3205","16"
"3206","1"
"3207","7"
"3208","9"
"3209","2"
"3210","20"
"3211","10"
"3212","1"
"3213","1"
"3214","17"
"3215","16"
"3216","17"
"3217","16"
"3218","9"
"3219","17"
"3220","15"
"3221","20"
"3222","13"
"3223","1"
"3224","19"
"3225","13"
"3226","16"
"3227","14"
"3228","12"
"3229","17"
"3230","14"
"3231","10"
"3232","20"
"3233","3"
"3234","9"
"3235","20"
"3236","5"
"3237","8"
"3238","2"
"3239","18"
"3240","10"
"3241","18"
"3242","19"
"3243","16"
"3244","5"
"3245","15"
"3246","7"
"3247","8"
"3248","18"
"3249","4"
"3250","11"
"3251","18"
"3252","4"
"3253","16"
"3254","12"
"3255","5"
"3256","6"
"3257","14"
"3258","18"
"3259","9"
"3260","15"
"3261","14"
"3262","10"
"3263","2"
"3264","20"
"3265","8"
"3266","8"
"3267","2"
"3268","4"
"3269","16"
"3270","9"
"3271","5"
"3272","4"
"3273","7"
"3274","1"
"3275","15"
"3276","14"
"3277","1"
"3278","19"
"3279","15"
"3280","8"
"3281","15"
"3282","8"
"3283","14"
"3284","13"
"3285","10"
"3286","2"
"3287","13"
"3288","17"
"3289","9"
"3290","11"
"3291","14"
"3292","6"
"3293","11"
"3294","4"
"3295","16"
"3296","16"
"3297","4"
"3298","10"
"3299","18"
"3300","16"
"3301","17"
"3302","17"
"3303","17"
"3304","11"
"3305","6"
"3306","6"
"3307","16"
"3308","12"
"3309","9"
"3310","14"
"3311","10"
"3312","1"
"3313","8"
"3314","7"
"3315","3"
"3316","18"
"3317","14"
"3318","12"
"3319","4"
"3320","8"
"3321","1"
"3322","12"
"3323","20"
"3324","11"
"3325","12"
"3326","7"
"3327","2"
"3328","4"
"3329","10"
"3330","6"
"3331","16"
"3332","14"
"3333","4"
"3334","6"
"3335","2"
"3336","1"
"3337","6"
"3338","18"
"3339","6"
"3340","9"
"3341","15"
"3342","4"
"3343","9"
"3344","11"
"3345","4"
"3346","19"
"3347","12"
"3348","20"
"3349","12"
"3350","19"
"3351","4"
"3352","1"
"3353","9"
"3354","19"
"3355","18"
"3356","12"
"3357","6"
"3358","1"
"3359","13"
"3360","19"
"3361","18"
"3362","1"
"3363","15"
"3364","1"
"3365","7"
"3366","1"
"3367","1"
"3368","20"
"3369","5"
"3370","10"
"3371","15"
"3372","15"
"3373","4"
"3374","18"
"3375","10"
"3376","7"
"3377","16"
"3378","4"
"3379","16"
"3380","20"
"3381","10"
"3382","8"
"3383","8"
"3384","12"
"3385","17"
"3386","3"
"3387","7"
"3388","17"
"3389","3"
"3390","9"
"3391","15"
"3392","12"
"3393","7"
"3394","3"
"3395","7"
"3396","6"
"3397","1"
"3398","1"
"3399","6"
"3400","19"
"3401","4"
"3402","18"
"3403","1"
"3404","15"
"3405","5"
"3406","16"
"3407","9"
"3408","5"
"3409","16"
"3410","1"
"3411","5"
"3412","7"
"3413","17"
"3414","11"
"3415","20"
"3416","16"
"3417","3"
"3418","2"
"3419","12"
"3420","11"
"3421","6"
"3422","11"
"3423","18"
"3424","16"
"3425","6"
"3426","4"
"3427","3"
"3428","3"
"3429","13"
"3430","11"
"3431","7"
"3432","6"
"3433","14"
"3434","20"
"3435","17"
"3436","17"
"3437","16"
"3438","20"
"3439","8"
"3440","16"
"3441","4"
"3442","3"
"3443","3"
"3444","17"
"3445","10"
"3446","19"
"3447","19"
"3448","5"
"3449","8"
"3450","9"
"3451","19"
"3452","15"
"3453","6"
"3454","16"
"3455","3"
"3456","1"
"3457","14"
"3458","4"
"3459","18"
"3460","9"
"3461","13"
"3462","13"
"3463","11"
"3464","2"
"3465","1"
"3466","4"
"3467","6"
"3468","14"
"3469","10"
"3470","5"
"3471","11"
"3472","7"
"3473","6"
"3474","18"
"3475","6"
"3476","8"
"3477","17"
"3478","6"
"3479","15"
"3480","1"
"3481","3"
"3482","12"
"3483","20"
"3484","5"
"3485","5"
"3486","19"
"3487","18"
"3488","2"
"3489","11"
"3490","3"
"3491","11"
"3492","1"
"3493","11"
"3494","3"
"3495","18"
"3496","16"
"3497","12"
"3498","18"
"3499","2"
"3500","15"
"3501","3"
"3502","8"
"3503","13"
"3504","12"
"3505","12"
"3506","5"
"3507","8"
"3508","4"
"3509","8"
"3510","7"
"3511","18"
"3512","2"
"3513","14"
"3514","12"
"3515","7"
"3516","2"
"3517","12"
"3518","10"
"3519","13"
"3520","12"
"3521","17"
"3522","15"
"3523","11"
"3524","8"
"3525","8"
"3526","8"
"3527","12"
"3528","16"
"3529","14"
"3530","2"
"3531","7"
"3532","4"
"3533","17"
"3534","12"
"3535","15"
"3536","20"
"3537","18"
"3538","1"
"3539","8"
"3540","8"
"3541","8"
"3542","15"
"3543","19"
"3544","6"
"3545","5"
"3546","13"
"3547","3"
"3548","18"
"3549","20"
"3550","7"
"3551","19"
"3552","13"
"3553","14"
"3554","3"
"3555","4"
"3556","15"
"3557","2"
"3558","10"
"3559","5"
"3560","5"
"3561","17"
"3562","9"
"3563","16"
"3564","4"
"3565","11"
"3566","6"
"3567","8"
"3568","10"
"3569","13"
"3570","2"
"3571","3"
"3572","6"
"3573","20"
"3574","16"
"3575","1"
"3576","15"
"3577","18"
"3578","15"
"3579","8"
"3580","5"
"3581","5"
"3582","13"
"3583","8"
"3584","3"
"3585","20"
"3586","5"
"3587","16"
"3588","8"
"3589","1"
"3590","8"
"3591","19"
"3592","3"
"3593","19"
"3594","19"
"3595","8"
"3596","4"
"3597","9"
"3598","1"
"3599","8"
"3600","1"
"3601","1"
"3602","20"
"3603","7"
"3604","2"
"3605","2"
"3606","14"
"3607","1"
"3608","19"
"3609","18"
"3610","14"
"3611","10"
"3612","17"
"3613","18"
"3614","16"
"3615","13"
"3616","15"
"3617","16"
"3618","3"
"3619","6"
"3620","3"
"3621","18"
"3622","14"
"3623","16"
"3624","16"
"3625","16"
"3626","4"
"3627","11"
"3628","7"
"3629","18"
"3630","2"
"3631","11"
"3632","7"
"3633","18"
"3634","16"
"3635","20"
"3636","18"
"3637","5"
"3638","11"
"3639","9"
"3640","17"
"3641","9"
"3642","6"
"3643","16"
"3644","2"
"3645","9"
"3646","16"
"3647","15"
"3648","19"
"3649","3"
"3650","16"
"3651","17"
"3652","16"
"3653","10"
"3654","17"
"3655","6"
"3656","20"
"3657","3"
"3658","3"
"3659","16"
"3660","1"
"3661","13"
"3662","10"
"3663","12"
"3664","14"
"3665","14"
"3666","19"
"3667","16"
"3668","7"
"3669","8"
"3670","16"
"3671","3"
"3672","9"
"3673","19"
"3674","10"
"3675","4"
"3676","1"
"3677","1"
"3678","10"
"3679","2"
"3680","6"
"3681","13"
"3682","11"
"3683","15"
"3684","12"
"3685","4"
"3686","7"
"3687","7"
"3688","1"
"3689","19"
"3690","7"
"3691","11"
"3692","14"
"3693","19"
"3694","16"
"3695","18"
"3696","14"
"3697","1"
"3698","10"
"3699","5"
"3700","10"
"3701","11"
"3702","12"
"3703","17"
"3704","18"
"3705","13"
"3706","15"
"3707","13"
"3708","20"
"3709","8"
"3710","3"
"3711","1"
"3712","9"
"3713","14"
"3714","2"
"3715","14"
"3716","2"
"3717","9"
"3718","7"
"3719","4"
"3720","5"
"3721","7"
"3722","12"
"3723","10"
"3724","6"
"3725","16"
"3726","15"
"3727","5"
"3728","16"
"3729","7"
"3730","9"
"3731","9"
"3732","17"
"3733","11"
"3734","11"
"3735","8"
"3736","6"
"3737","1"
"3738","17"
"3739","14"
"3740","3"
"3741","15"
"3742","19"
"3743","8"
"3744","16"
"3745","20"
"3746","19"
"3747","13"
"3748","20"
"3749","15"
"3750","4"
"3751","1"
"3752","14"
"3753","10"
"3754","17"
"3755","1"
"3756","17"
"3757","2"
"3758","6"
"3759","17"
"3760","15"
"3761","13"
"3762","2"
"3763","15"
"3764","19"
"3765","11"
"3766","14"
"3767","3"
"3768","8"
"3769","8"
"3770","12"
"3771","18"
"3772","4"
"3773","20"
"3774","15"
"3775","3"
"3776","4"
"3777","13"
"3778","19"
"3779","18"
"3780","13"
"3781","17"
"3782","3"
"3783","2"
"3784","20"
"3785","8"
"3786","9"
"3787","10"
"3788","6"
"3789","8"
"3790","19"
"3791","8"
"3792","13"
"3793","19"
"3794","16"
"3795","6"
"3796","9"
"3797","19"
"3798","2"
"3799","20"
"3800","17"
"3801","1"
"3802","5"
"3803","12"
"3804","14"
"3805","10"
"3806","6"
"3807","14"
"3808","10"
"3809","12"
"3810","16"
"3811","15"
"3812","4"
"3813","20"
"3814","9"
"3815","6"
"3816","7"
"3817","20"
"3818","16"
"3819","9"
"3820","1"
"3821","14"
"3822","7"
"3823","7"
"3824","3"
"3825","19"
"3826","5"
"3827","4"
"3828","19"
"3829","17"
"3830","17"
"3831","1"
"3832","4"
"3833","16"
"3834","13"
"3835","16"
"3836","20"
"3837","13"
"3838","19"
"3839","9"
"3840","7"
"3841","9"
"3842","4"
"3843","18"
"3844","10"
"3845","6"
"3846","14"
"3847","8"
"3848","18"
"3849","4"
"3850","15"
"3851","9"
"3852","8"
"3853","15"
"3854","10"
"3855","18"
"3856","14"
"3857","8"
"3858","11"
"3859","17"
"3860","6"
"3861","16"
"3862","2"
"3863","16"
"3864","3"
"3865","20"
"3866","1"
"3867","1"
"3868","6"
"3869","6"
"3870","18"
"3871","3"
"3872","17"
"3873","11"
"3874","18"
"3875","14"
"3876","3"
"3877","18"
"3878","10"
"3879","12"
"3880","1"
"3881","9"
"3882","9"
"3883","16"
"3884","17"
"3885","18"
"3886","18"
"3887","17"
"3888","8"
"3889","2"
"3890","16"
"3891","20"
"3892","5"
"3893","12"
"3894","6"
"3895","18"
"3896","10"
"3897","18"
"3898","4"
"3899","5"
"3900","13"
"3901","16"
"3902","7"
"3903","14"
"3904","9"
"3905","12"
"3906","15"
"3907","3"
"3908","6"
"3909","1"
"3910","13"
"3911","1"
"3912","11"
"3913","9"
"3914","11"
"3915","18"
"3916","18"
"3917","1"
"3918","1"
"3919","10"
"3920","12"
"3921","7"
"3922","20"
"3923","7"
"3924","3"
"3925","9"
"3926","4"
"3927","7"
"3928","2"
"3929","16"
"3930","5"
"3931","4"
"3932","11"
"3933","16"
"3934","1"
"3935","13"
"3936","12"
"3937","5"
"3938","2"
"3939","20"
"3940","14"
"3941","5"
"3942","8"
"3943","12"
"3944","14"
"3945","12"
"3946","3"
"3947","10"
"3948","14"
"3949","18"
"3950","10"
"3951","18"
"3952","8"
"3953","4"
"3954","5"
"3955","10"
"3956","14"
"3957","18"
"3958","16"
"3959","15"
"3960","13"
"3961","13"
"3962","5"
"3963","4"
"3964","6"
"3965","3"
"3966","4"
"3967","6"
"3968","12"
"3969","14"
"3970","18"
"3971","5"
"3972","13"
"3973","11"
"3974","18"
"3975","8"
"3976","2"
"3977","4"
"3978","8"
"3979","17"
"3980","6"
"3981","8"
"3982","8"
"3983","2"
"3984","10"
"3985","6"
"3986","15"
"3987","2"
"3988","2"
"3989","6"
"3990","17"
"3991","16"
"3992","5"
"3993","5"
"3994","5"
"3995","18"
"3996","13"
"3997","7"
"3998","12"
"3999","16"
"4000","9"
"4001","16"
"4002","8"
"4003","1"
"4004","5"
"4005","11"
"4006","8"
"4007","7"
"4008","16"
"4009","17"
"4010","20"
"4011","6"
"4012","19"
"4013","11"
"4014","7"
"4015","9"
"4016","12"
"4017","11"
"4018","1"
"4019","1"
"4020","16"
"4021","13"
"4022","13"
"4023","13"
"4024","13"
"4025","6"
"4026","17"
"4027","18"
"4028","18"
"4029","18"
"4030","3"
"4031","5"
"4032","9"
"4033","8"
"4034","18"
"4035","3"
"4036","17"
"4037","4"
"4038","7"
"4039","12"
"4040","11"
"4041","3"
"4042","10"
"4043","2"
"4044","5"
"4045","3"
"4046","16"
"4047","15"
"4048","17"
"4049","9"
"4050","18"
"4051","14"
"4052","13"
"4053","7"
"4054","17"
"4055","9"
"4056","12"
"4057","10"
"4058","10"
"4059","4"
"4060","8"
"4061","5"
"4062","13"
"4063","15"
"4064","15"
"4065","8"
"4066","10"
"4067","15"
"4068","19"
"4069","13"
"4070","1"
"4071","10"
"4072","12"
"4073","16"
"4074","7"
"4075","16"
"4076","14"
"4077","8"
"4078","16"
"4079","17"
"4080","7"
"4081","14"
"4082","20"
"4083","13"
"4084","2"
"4085","6"
"4086","18"
"4087","11"
"4088","19"
"4089","15"
"4090","13"
"4091","14"
"4092","16"
"4093","15"
"4094","4"
"4095","18"
"4096","16"
"4097","4"
"4098","6"
"4099","3"
"4100","2"
"4101","3"
"4102","8"
"4103","3"
"4104","11"
"4105","13"
"4106","16"
"4107","2"
"4108","19"
"4109","16"
"4110","4"
"4111","19"
"4112","16"
"4113","1"
"4114","5"
"4115","20"
"4116","8"
"4117","8"
"4118","20"
"4119","18"
"4120","13"
"4121","5"
"4122","7"
"4123","13"
"4124","18"
"4125","15"
"4126","3"
"4127","13"
"4128","7"
"4129","7"
"4130","9"
"4131","17"
"4132","9"
"4133","13"
"4134","20"
"4135","12"
"4136","6"
"4137","5"
"4138","17"
"4139","2"
"4140","8"
